"Unique Id","Survey Id","Keyword Id","Keyword Content","Country Of Origin Id","Country Of Origin Label","Country Id","Country Label","Province Id","Province Label","Age Group Id","Age Group Label","Gender Label","Share Device","Mobile Type","Degree","Rank Pandemic","Source Information Id","Source Information Label","Result Item Rank","Result Item Title","Result Item Metadesc","Result Item Created At","Result Item Full Url","Result Item Full Domain","Google Tracked Country","Google Tracked Address","Result Item Openrank","Keyword Openrank Average","Survey Openrank Average","Html File"
"1871","45","2","should i not get tested for covid","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","11","Should I get tested? What if I don't have symptoms? Will it hurt ...","31 de jul. de 2020 -  It's no secret that COVID-19 testing is crucial to get control back over the virus situation in Australia. From the number of people getting tested,&nbsp;...  ","31 de jul. de 2020","https://www.abc.net.au/news/2020-08-01/should-i-get-tested-for-coronavirus-does-it-hurt/12502430","abc.net.au","Brasil","75802, Jataí - GO","82","80.9","73.13","fairness.datasciencevn.com/uploads/html/45-2-1601907164.html"
"1872","45","2","should i not get tested for covid","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","12","C.D.C. Now Says People Without Covid-19 Symptoms Do Not ...","26 de ago. de 2020 -  An H.H.S. spokesperson said that asymptomatic testing could still be warranted “when directed by public health leaders or health care providers,”&nbsp;...  ","26 de ago. de 2020","https://www.nytimes.com/2020/08/25/health/covid-19-testing-cdc.html","nytimes.com","Brasil","75802, Jataí - GO","90","80.9","73.13","fairness.datasciencevn.com/uploads/html/45-2-1601907164.html"
"1873","45","2","should i not get tested for covid","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","13","When Should You Get a COVID-19 Test? What About an ...","8 de jun. de 2020 -  On the flip side, people with no exposure history and no symptoms should not get tested, Roess adds. The virus's incubation period is around 5 to&nbsp;...  ","8 de jun. de 2020","https://www.healthline.com/health-news/when-should-you-get-a-covid-19-test-what-about-an-antibody-test","healthline.com","Brasil","75802, Jataí - GO","73","80.9","73.13","fairness.datasciencevn.com/uploads/html/45-2-1601907164.html"
"1874","45","2","should i not get tested for covid","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","14","Coronavirus: How to get a Covid test - BBC News","17 de set. de 2020 -  What are the tests for coronavirus, who are they for and how do they work? ... If you don't have symptoms, the government says you should not&nbsp;...  ","17 de set. de 2020","https://www.bbc.co.uk/news/health-51943612","bbc.co.uk","Brasil","75802, Jataí - GO","89","80.9","73.13","fairness.datasciencevn.com/uploads/html/45-2-1601907164.html"
"1875","45","2","should i not get tested for covid","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","15","Coronavirus (COVID-19) Testing - WebMD","Ir para What Happens After I Get Tested?  -  Who Should Get Tested? Talk to your doctor about whether you need to get tested. If you don't have a doctor,&nbsp;...  ","Ir para What Happens After I Get Tested?","https://www.webmd.com/lung/coronavirus-testing","webmd.com","Brasil","75802, Jataí - GO","82","80.9","73.13","fairness.datasciencevn.com/uploads/html/45-2-1601907164.html"
"1876","45","8","should i not wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","1","COVID-19: Considerations for Wearing Masks | CDC","24 de abr. de 2020 -  Who Should Not Wear a Mask · Children younger than 2 years old · Anyone who has trouble breathing · Anyone who is unconscious, incapacitated,&nbsp;...  ‎Eye Protection · ‎Meat and Poultry Processing · ‎Heat Stress · ‎Evidence Supporting ...","24 de abr. de 2020","https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-guidance.html","cdc.gov","Brasil","75802, Jataí - GO","84","74.89","73.13","fairness.datasciencevn.com/uploads/html/45-8-1601907181.html"
"1877","45","8","should i not wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","2","Why Do Some People Refuse to Wear a Face Mask in Public ...","1 de jul. de 2020 -  Not wearing a face mask invites public shaming, not to mention boosts your risk of COVID-19. So what keeps some of us from putting one on?  ","1 de jul. de 2020","https://www.health.com/condition/infectious-diseases/coronavirus/face-mask-refuse-to-wear-one-but-why","health.com","Brasil","75802, Jataí - GO","72","74.89","73.13","fairness.datasciencevn.com/uploads/html/45-8-1601907181.html"
"1878","45","8","should i not wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","8","Should We All Be Wearing Face Masks? Here's Why Experts ...","9 de abr. de 2020 -  There is currently no evidence that wearing a mask (whether medical or other types) by healthy persons in the wider community setting, including&nbsp;...  ","9 de abr. de 2020","https://www.sciencealert.com/this-is-why-advice-on-whether-you-should-wear-a-mask-is-just-so-confusing","sciencealert.com","Brasil","75802, Jataí - GO","63","74.89","73.13","fairness.datasciencevn.com/uploads/html/45-8-1601907181.html"
"1879","45","8","should i not wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","9","REASONS TO NOT WEAR A FACE MASK - YouTube","10 de jul. de 2020 -  REASONS TO NOT WEAR A FACE MASK ... and meet-and-greets at PlaylistLive, Brittlestar is living the social media celebrity dream… not bad for a Dad from the suburbs. ... What face masks actually do against coronavirus.  ","10 de jul. de 2020","https://m.youtube.com/watch?v=TlXoAuU9xAE&amp;feature=youtu.be","m.youtube.com","Brasil","75802, Jataí - GO","-1","74.89","73.13","fairness.datasciencevn.com/uploads/html/45-8-1601907181.html"
"1880","45","8","should i not wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","10","It's easy to judge. But some people really can't wear a mask","26 de jul. de 2020 -  Just because someone isn't wearing a mask doesn't mean they don't want to. They might have a disability or medical condition you can't see&nbsp;...  ","26 de jul. de 2020","https://theconversation.com/its-easy-to-judge-but-some-people-really-cant-wear-a-mask-143258","theconversation.com","Brasil","75802, Jataí - GO","71","74.89","73.13","fairness.datasciencevn.com/uploads/html/45-8-1601907181.html"
"1881","45","8","should i not wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","11","Why some Americans won't wear face masks, in their own words","19 de jun. de 2020 -  People who don't wear masks may see it as a sign of solidarity, as if they are together making a stand against authority, while those who do wear&nbsp;...  ","19 de jun. de 2020","https://www.advisory.com/daily-briefing/2020/06/19/mask-wearing","advisory.com","Brasil","75802, Jataí - GO","63","74.89","73.13","fairness.datasciencevn.com/uploads/html/45-8-1601907181.html"
"1882","45","8","should i not wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","12","Coronavirus: Why some countries wear face masks and others ...","Nobody else needs to wear a mask, and experts have given several reasons for that. One is that a mask is not seen as reliable protection as other methods, given&nbsp;...  ","","https://www.bbc.com/news/world-52015486","bbc.com","Brasil","75802, Jataí - GO","81","74.89","73.13","fairness.datasciencevn.com/uploads/html/45-8-1601907181.html"
"1883","45","8","should i not wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","13","How do you deal with people who refuse to wear a mask ...","25 de jun. de 2020 -  What can you do if somebody refuses to wear a mask in a store or other public setting? It turns out, not much — except to be courteous and step&nbsp;...  ","25 de jun. de 2020","https://www.theverge.com/21303553/face-mask-coronavirus-cdc-etiquette-public","theverge.com","Brasil","75802, Jataí - GO","77","74.89","73.13","fairness.datasciencevn.com/uploads/html/45-8-1601907181.html"
"1884","45","8","should i not wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","14","What are medical reasons for not wearing a mask? - CNBC.com","Are there medical reasons to not wear a mask? Yes, but not many. Published Fri, Aug 7 202012:06 AM EDT. Monica Buchanan Pitrelli. When Amber Lynn Gilles&nbsp;...  ","","https://www.cnbc.com/2020/08/07/what-are-medical-reasons-for-not-wearing-a-mask.html","cnbc.com","Brasil","75802, Jataí - GO","80","74.89","73.13","fairness.datasciencevn.com/uploads/html/45-8-1601907181.html"
"1885","45","8","should i not wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","15","Exemptions- people who do not have to wear face masks ...","16 de jul. de 2020 -  Exemptions- people who do not have to wear face masks · young children under the age of 11 · not being able to put on, wear or remove a face&nbsp;...  ","16 de jul. de 2020","https://www.amicushealth.nhs.uk/exemptions-people-who-do-not-have-to-wear-face-masks/","amicushealth.nhs.uk","Brasil","75802, Jataí - GO","-1","74.89","73.13","fairness.datasciencevn.com/uploads/html/45-8-1601907181.html"
"1886","45","7","should i wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","3","When and how to use masks - World Health Organization","WHO's recommended fabric mask materials and composition ... How to put on, care for and select a fabric mask ... How to wear a medical mask&nbsp;...  ‎Videos · ‎Advice on the use of masks · ‎Rational use of personal ...","","https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks","who.int","Brasil","75802, Jataí - GO","83","71.5","73.13","fairness.datasciencevn.com/uploads/html/45-7-1601907200.html"
"1887","45","7","should i wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","4","Should I Wear a Face Mask? - Medical Associates of ...","Why should I wear a mask? Coronavirus is primarily spread through respiratory droplets. Face masks and face coverings help prevent the spread of the virus by&nbsp;...  ","","https://www.mana.md/should-i-wear-a-face-mask/","mana.md","Brasil","75802, Jataí - GO","45","71.5","73.13","fairness.datasciencevn.com/uploads/html/45-7-1601907200.html"
"1888","45","7","should i wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","5","Coronavirus: What are the rules for face masks or face ... - BBC","5 dias atrás -  Young children should not wear face masks because of the risk of choking and suffocation. Students wearing protective face masks&nbsp;...  ","5 dias atrás","https://www.bbc.co.uk/news/health-51205344","bbc.co.uk","Brasil","75802, Jataí - GO","89","71.5","73.13","fairness.datasciencevn.com/uploads/html/45-7-1601907200.html"
"1889","45","7","should i wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","6","Why Should We Wear a Face Mask During The COVID-19 ...","Face masks   help reduce the transmission of SARS-CoV-2 by interfering with the   spread of virus-laden droplets ejected from the nose and mouth.  ","","https://www.sciencealert.com/face-masks","sciencealert.com","Brasil","75802, Jataí - GO","63","71.5","73.13","fairness.datasciencevn.com/uploads/html/45-7-1601907200.html"
"1890","45","7","should i wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","7","Which face mask should I wear? - The Conversation","10 de jul. de 2020 -  The advice on wearing masks in public has just changed in Australia. Here are your options if you live in Melbourne or other areas with high&nbsp;...  ","10 de jul. de 2020","https://theconversation.com/which-face-mask-should-i-wear-142373","theconversation.com","Brasil","75802, Jataí - GO","71","71.5","73.13","fairness.datasciencevn.com/uploads/html/45-7-1601907200.html"
"1891","45","7","should i wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","13","Should I wear a face mask in public? | Australian Government ...","30 de jul. de 2020 -  People in NSW should consider wearing a face mask in situations where physical distancing is not possible. Wearing a mask can help protect&nbsp;...  ","30 de jul. de 2020","https://www.health.gov.au/news/should-i-wear-a-face-mask-in-public-0","health.gov.au","Brasil","75802, Jataí - GO","70","71.5","73.13","fairness.datasciencevn.com/uploads/html/45-7-1601907200.html"
"1892","45","7","should i wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","14","5 Reasons You Should Wear a Face Mask to Lower Risk - AARP","8 de jul. de 2020 -  That is why wearing a mask, even if you believe you are healthy, is recommended both by the CDC and the World Health Organization (WHO). It's&nbsp;...  ","8 de jul. de 2020","https://www.aarp.org/health/conditions-treatments/info-2020/reasons-for-masks.html","aarp.org","Brasil","75802, Jataí - GO","76","71.5","73.13","fairness.datasciencevn.com/uploads/html/45-7-1601907200.html"
"1893","45","7","should i wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","15","COVID-19: Considerations for Wearing Masks | CDC","24 de abr. de 2020 -  Here are some considerations for individuals who must wear a face shield instead of a mask: Although evidence on face shields is limited, the&nbsp;...  ","24 de abr. de 2020","https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-guidance.html","cdc.gov","Brasil","75802, Jataí - GO","84","71.5","73.13","fairness.datasciencevn.com/uploads/html/45-7-1601907200.html"
"1894","45","7","should i wear facemask","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","16","How to Put on and Remove a Face Mask - Disease Prevention ...","When should a face mask be worn. Consider wearing a face mask when you are sick with a cough or sneezing illness (with or without fever) and you expect to be&nbsp;...  ","","https://www.sfcdcp.org/communicable-disease/healthy-habits/how-to-put-on-and-remove-a-face-mask/","sfcdcp.org","Brasil","75802, Jataí - GO","53","71.5","73.13","fairness.datasciencevn.com/uploads/html/45-7-1601907200.html"
"1895","45","6","should i avoid get vaccinated","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","1","Vaccines: Who Should Avoid Them and Why - Healthline","Highlights. The CDCTrusted Source advises certain individuals not to get specific vaccines. Different vaccines have&nbsp;...  ‎Overview · ‎Flu · ‎HPV · ‎Tdap","","https://www.healthline.com/health/vaccinations/immunization-complications","healthline.com","Brasil","75802, Jataí - GO","73","72.67","73.13","fairness.datasciencevn.com/uploads/html/45-6-1601907256.html"
"1896","45","6","should i avoid get vaccinated","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","2","Who Should not Get Vaccinated | CDC","Because of age, health conditions, or other factors, some people should not get certain vaccines or should wait before getting them. Read the guidelines below&nbsp;...  ","","https://www.cdc.gov/vaccines/vpd/should-not-vacc.html","cdc.gov","Brasil","75802, Jataí - GO","84","72.67","73.13","fairness.datasciencevn.com/uploads/html/45-6-1601907256.html"
"1897","45","6","should i avoid get vaccinated","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","3","Who Should and Who Should NOT get a Flu Vaccine | CDC","Everyone 6 months of age and older should get an influenza (flu) vaccine ... (or otherwise avoid contact with those persons for 7 days after getting the nasal&nbsp;...  ","","https://www.cdc.gov/flu/prevent/whoshouldvax.htm","cdc.gov","Brasil","75802, Jataí - GO","84","72.67","73.13","fairness.datasciencevn.com/uploads/html/45-6-1601907256.html"
"1898","45","6","should i avoid get vaccinated","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","4","When parents choose not to vaccinate: Risks and ...","If you choose not to vaccinate your child you should understand the risks. ... Infant and childhood vaccines prevent diseases that can be serious and even deadly&nbsp;...  ","","https://www.caringforkids.cps.ca/handouts/when-parents-choose-not-to-vaccinate-risks-and-responsibilities","caringforkids.cps.ca","Brasil","75802, Jataí - GO","-1","72.67","73.13","fairness.datasciencevn.com/uploads/html/45-6-1601907256.html"
"1899","45","6","should i avoid get vaccinated","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","5","Why we need to make it harder for parents to refuse vaccines ...","17 de jun. de 2020 -  We developed vaccines for a reason: to stop children from getting sick and ... School mandates can help prevent such parents from making an&nbsp;...  ","17 de jun. de 2020","https://www.health.harvard.edu/blog/why-we-need-to-make-it-harder-for-parents-to-refuse-vaccines-2016090610258","health.harvard.edu","Brasil","75802, Jataí - GO","-1","72.67","73.13","fairness.datasciencevn.com/uploads/html/45-6-1601907256.html"
"1900","45","6","should i avoid get vaccinated","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","6","24 reasons to not vaccinate your kid - KevinMD.com","25 de jan. de 2020 -  You can't sue the vaccine companies if your child is harmed. ... The vaccine was meant to prevent the kids from getting paralyzed by polio.  ","25 de jan. de 2020","https://www.kevinmd.com/blog/2020/01/24-reasons-to-not-vaccinate-your-kid.html","kevinmd.com","Brasil","75802, Jataí - GO","64","72.67","73.13","fairness.datasciencevn.com/uploads/html/45-6-1601907256.html"
"1901","45","6","should i avoid get vaccinated","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","7","Vaccine refusal - what we need to know - SciELO","vaccine refusal what we need to knowvaccine confidence and hesitancy in brazilItens também pesquisados ","","https://www.scielo.br/scielo.php?script=sci_arttext&amp;pid=S0021-75572018000600574","scielo.br","Brasil","75802, Jataí - GO","72","72.67","73.13","fairness.datasciencevn.com/uploads/html/45-6-1601907256.html"
"1902","45","6","should i avoid get vaccinated","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","8","Immunization Exemptions: The Rules & Laws Explained","Ir para What are the arguments for vaccine exemptions?  -  ... prevent kids from getting vaccines that might ... their children should be vaccinated.  ","Ir para What are the arguments for vaccine exemptions?","https://www.webmd.com/children/vaccines/what-are-the-rules-on-vaccine-exemptions","webmd.com","Brasil","75802, Jataí - GO","82","72.67","73.13","fairness.datasciencevn.com/uploads/html/45-6-1601907256.html"
"1903","45","6","should i avoid get vaccinated","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","9","Exploring the Reasons Behind Parental Refusal of Vaccines","These reasons vary widely between parents, but they can be encompassed in 4 overarching categories. The 4 categories are religious reasons, personal beliefs&nbsp;...  de C McKee  - ‎2016  - ‎Citado por 113  - ‎Artigos relacionados ","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4869767/","ncbi.nlm.nih.gov","Brasil","75802, Jataí - GO","-1","72.67","73.13","fairness.datasciencevn.com/uploads/html/45-6-1601907256.html"
"1904","45","6","should i avoid get vaccinated","33","Brazil","33","Brazil","504","Goiás","2","18-24","other","NO","Samsung Laptop ","Some college (some community college, associate’s degree)","6","2","Internet","10","Five Important Reasons to Vaccinate Your Child | Vaccines","Because of advances in medical science, your child can be protected against more ... to the pain, discomfort, and trauma of the diseases these vaccines prevent.  ","","https://www.vaccines.gov/get-vaccinated/for_parents/five_reasons","vaccines.gov","Brasil","75802, Jataí - GO","61","72.67","73.13","fairness.datasciencevn.com/uploads/html/45-6-1601907256.html"
"1905","47","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","3","FDA cautions against use of hydroxychloroquine or ...","Jul 1, 2020 -  FDA cautions against use of hydroxychloroquine or chloroquine for COVID-19 outside of the hospital setting or a clinical trial due to risk of heart&nbsp;...  ‎Coronavirus (COVID-19) · ‎Managing the Benefits and ...","Jul 1, 2020","https://www.fda.gov/drugs/drug-safety-and-availability/fda-cautions-against-use-hydroxychloroquine-or-chloroquine-covid-19-outside-hospital-setting-or","fda.gov","","22030, Virginia","82","73.8","71.49","fairness.datasciencevn.com/uploads/html/47-9-1601907406.html"
"1906","47","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","4","Can Chloroquine and Hydroxychloroquine Treat Coronavirus ...","Hydroxychloroquine (Plaquenil) and chloroquine are two drugs that have been in the headlines as potential COVID-19 treatments for the coronavirus disease.  ","","https://www.goodrx.com/blog/coronavirus-medicine-chloroquine-hydroxychloroquine-as-covid19-treatment/","goodrx.com","","22030, Virginia","60","73.8","71.49","fairness.datasciencevn.com/uploads/html/47-9-1601907406.html"
"1907","47","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","5","An Update: Is hydroxychloroquine effective for COVID-19?","Sep 22, 2020 -  Hydroxychloroquine, an FDA-approved prescription drug used for malaria, rheumatoid arthritis and lupus erythematosus, has been suggested as&nbsp;...  ","Sep 22, 2020","https://www.drugs.com/medical-answers/hydroxychloroquine-effective-covid-19-3536024/","drugs.com","","22030, Virginia","77","73.8","71.49","fairness.datasciencevn.com/uploads/html/47-9-1601907406.html"
"1908","47","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","11","Treatment with Hydroxychloroquine Cut Death Rate Significantly","Treatment with Hydroxychloroquine Cut Death Rate Significantly in COVID-19 Patients, Henry Ford Health System Study Shows. July 02, 2020. DETROIT&nbsp;...  ‎Hydroxychloroquine An Open ... · ‎WHIP COVID-19 Study · ‎Marcus Zervos","","https://www.henryford.com/news/2020/07/hydro-treatment-study","henryford.com","","22030, Virginia","62","73.8","71.49","fairness.datasciencevn.com/uploads/html/47-9-1601907406.html"
"1909","47","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","12","Is hydroxychloroquine beneficial for COVID-19 patients? | Cell ...","Jul 8, 2020 -  The outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was first&nbsp;...  by X Li  - ‎2020  - ‎Cited by 7 ","Jul 8, 2020","https://www.nature.com/articles/s41419-020-2721-8","nature.com","","22030, Virginia","81","73.8","71.49","fairness.datasciencevn.com/uploads/html/47-9-1601907406.html"
"1910","47","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","13","Hydroxychloroquine No More Effective Than Placebo in ...","5 days ago -  In a clinical trial testing whether a daily regimen of hydroxychloroquine could protect those most likely to be exposed to COVID-19, researchers&nbsp;...  ","5 days ago","https://www.pennmedicine.org/news/news-releases/2020/september/hydroxychloroquine-no-more-effective-than-placebo-in-preventing-covid19","pennmedicine.org","","22030, Virginia","62","73.8","71.49","fairness.datasciencevn.com/uploads/html/47-9-1601907406.html"
"1911","47","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","14","Covid-19 Story Tip: Hydroxychloroquine Not Recommended ...","Aug 11, 2020 -  Recently, several physicians hosted a press conference in which one physician claimed that the combination of hydroxychloroquine, the&nbsp;...  ","Aug 11, 2020","https://www.hopkinsmedicine.org/news/newsroom/news-releases/covid-19-story-tip-hydroxychloroquine-not-recommended-for-treatment-of-covid-19","hopkinsmedicine.org","","22030, Virginia","72","73.8","71.49","fairness.datasciencevn.com/uploads/html/47-9-1601907406.html"
"1912","47","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","15","Hydroxychloroquine for the Prevention of Covid-19 ... - NEJM","Aug 6, 2020 -  Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the virus that causes coronavirus disease 2019 (Covid-19), has generated a&nbsp;...  by MS Cohen  - ‎2020  - ‎Cited by 22  - ‎Related articles ","Aug 6, 2020","https://www.nejm.org/doi/full/10.1056/NEJMe2020388","nejm.org","","22030, Virginia","75","73.8","71.49","fairness.datasciencevn.com/uploads/html/47-9-1601907406.html"
"1913","47","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","16","Hydroxychloroquine and Chloroquine Prescribing Patterns by ...","Sep 4, 2020 -  Earlier this year, they were widely reported to be of potential benefit in the prevention and treatment of COVID-19; however, current data indicate&nbsp;...  by L Bull-Otterson  - ‎2020  - ‎Cited by 1 ","Sep 4, 2020","https://www.cdc.gov/mmwr/volumes/69/wr/mm6935a4.htm","cdc.gov","","22030, Virginia","84","73.8","71.49","fairness.datasciencevn.com/uploads/html/47-9-1601907406.html"
"1914","47","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","17","Effectiveness of hydroxychloroquine in COVID-19 disease: A ...","Jul 29, 2020 -  show evidence for reduced mortality in COVID-19 patients taking hydroxychloroquine alone or with azithromycin in an observational study in the&nbsp;...  by AA Monforte  - ‎Cited by 3 ","Jul 29, 2020","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7388856/","ncbi.nlm.nih.gov","","22030, Virginia","-1","73.8","71.49","fairness.datasciencevn.com/uploads/html/47-9-1601907406.html"
"1915","47","3","should i get flu shot","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","1","Who Should and Who Should NOT get a Flu Vaccine | CDC","vegan flu vaccinewhy are there eggs in vaccinesinfluenza vaccine dosage chartquadrivalent high-dose flu vaccinehow many people get the flu vaccinelong-term side effects of flu shotPeople also search for ","","https://www.cdc.gov/flu/prevent/whoshouldvax.htm","cdc.gov","","22030, Virginia","84","73.25","71.49","fairness.datasciencevn.com/uploads/html/47-3-1601907430.html"
"1916","47","3","should i get flu shot","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","6","Who Needs a Flu Vaccine and When | CDC","when to get flu shot 2019flu shot twice in one yearflu shot back paincdc flu vaccine ingredientswhen will the 2020-2021 flu shot be availabledo you have to be healthy to get a flu shotPeople also search for ","","https://www.cdc.gov/flu/prevent/vaccinations.htm","cdc.gov","","22030, Virginia","84","73.25","71.49","fairness.datasciencevn.com/uploads/html/47-3-1601907430.html"
"1917","47","3","should i get flu shot","235","United States","235","United States","4684","Virginia","3","25-34","male","NO","Samsung Galaxy S8","College degree/bachelor’s degree","7","2","Internet","7","Flu Shot Pros and Cons: Should You Get One? - Healthline","reasons to refuse flu shotis flu shot worth itshould i get a flu shot in marchflu shot on empty stomach10 reasons not to get the flu shotPeople also search for ","","https://www.healthline.com/health/flu-shot-pros-and-cons","healthline.com","","22030, Virginia","73","73.25","71.49","fairness.datasciencevn.com/uploads/html/47-3-1601907430.html"
